SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BRED,YEARFOAL
2023,Y,23FTJULYYR,2023-07-11,1,1,347,347,,,,,2022-05-06,1,CH,C,,Y,,,KY,AUDIBLE,AUDIBLE,HOW FAR TO HEAVEN,HOW FAR TO HEAVEN,DISTORTED HUMOR,DISTORTED HUMOR,,,,,,,,SHELTOWEE SALES AGENT,,,,OUT,,,,0,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,348,348,,,,,2022-03-27,1,B,C,,Y,,,IN,OMAHA BEACH,OMAHA BEACH,ICE WOMEN,ICE WOMEN,STREET SENSE,STREET SENSE,,,,,,,,SCOTT MALLORY AGENT III,,,,QUARTER POLE ENTERPRISES LLC,,,,130000,USD,https://vimeo.com/843042496?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,349,349,,,,,2022-03-02,1,CH,F,,Y,,,KY,GOOD MAGIC,GOOD MAGIC,I'LL TAKE THE CAKE,I'LL TAKE THE CAKE,NOBIZ LIKE SHOBIZ,NOBIZ LIKE SHOBIZ,,,,,,,,TAYLOR MADE SALES AGENCY AGENT CIII,,,,NOT SOLD,,,,90000,USD,https://vimeo.com/843041073,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,350,350,,,,,2022-03-21,1,B,C,,Y,,,KY,LAOBAN,LAOBAN,I WONDER,I WONDER,ARCH,ARCH,,,,,,,,TAYLOR MADE SALES AGENCY AGENT LVI,,,,CORBIN BLUMBERG AGENT FOR STARLIGHT RACING,,,,130000,USD,https://youtu.be/mHLBPiU8xyA,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,351,351,,,,,2022-03-18,1,CH,F,,Y,,,KY,THOUSAND WORDS,THOUSAND WORDS,IZSHELEGAL,IZSHELEGAL,MARIA'S MON,MARIA'S MON,,,,,,,,GAINESWAY AGENT V,,,,STANLEY STABLES,,,,250000,USD,https://vimeo.com/841205076,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,352,352,,,,,2022-02-06,1,DKB,F,,Y,,,KY,DAREDEVIL,DAREDEVIL,JUST LIKE POP,JUST LIKE POP,UNBRIDLED'S SONG,UNBRIDLED'S SONG,,,,,,,,LANE'S END AGENT,,,,JACK HIRSCH,,,,35000,USD,https://vimeo.com/842031361?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,353,353,,,,,2022-02-16,1,B,F,,Y,,,KY,HONOR A. P.,HONOR A. P.,KELWYNNE,KELWYNNE,YES IT'S TRUE,YES IT'S TRUE,,,,,,,,PARAMOUNT SALES AGENT XVII,,,,NOT SOLD,,,,47000,USD,https://vimeo.com/843022801?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,354,354,,,,,2022-02-07,1,DKB,F,,Y,,,KY,BERNARDINI,BERNARDINI,KITE BEACH,KITE BEACH,AWESOME AGAIN,AWESOME AGAIN,,,,,,,,BUCKLAND SALES (ZACH MADDEN) AGENT XII,,,,MATTHEW DAVIS,,,,105000,USD,https://vimeo.com/843491742?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,355,355,,,,,2022-03-01,1,CH,C,,Y,,,KY,PRESERVATIONIST,PRESERVATIONIST,KNEEL AT THE CROSS,KNEEL AT THE CROSS,KIPLING,KIPLING,,,,,,,,EATON SALES AGENT,,,,NOT SOLD,,,,10000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,356,356,,,,,2022-03-29,1,CH,C,,Y,,,KY,ARMY MULE,ARMY MULE,LA DAME BLANCHE,LA DAME BLANCHE,POINT OF ENTRY,POINT OF ENTRY,,,,,,,,SHAWHAN PLACE AGENT I,,,,OUT,,,,0,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,357,357,,,,,2022-02-22,1,B,C,,Y,,,KY,BOLT D'ORO,BOLT D'ORO,LADY CLEOPATRA,LADY CLEOPATRA,PIONEEROF THE NILE,PIONEEROF THE NILE,,,,,,,,C & S THOROUGHBREDS AGENT,,,,OUT,,,,0,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,358,358,,,,,2022-04-03,1,CH,F,,Y,,,OH,PRACTICAL JOKE,PRACTICAL JOKE,LA QUEBRADA,LA QUEBRADA,MORE THAN READY,MORE THAN READY,,,,,,,,MILL RIDGE SALES AGENT FOR JAMES A. & JANE N. FRASER,,,,OUT,,,,0,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,359,359,,,,,2022-03-05,1,DKB,C,,Y,,,KY,HARD SPUN,HARD SPUN,LAST PLAY,LAST PLAY,STORMY ATLANTIC,STORMY ATLANTIC,,,,,,,,BROOKDALE SALES AGENT,,,,TROY WINFREY AGENT,,,,45000,USD,https://vimeo.com/842656785,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,360,360,,,,,2022-04-01,1,DKB,F,,Y,,,KY,UNIFIED,UNIFIED,LEAD ME NOT,LEAD ME NOT,SPEIGHTSTOWN,SPEIGHTSTOWN,,,,,,,,CHUCK GIVENS,,,,NOT SOLD,,,,20000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,361,361,,,,,2022-02-25,1,GRR,C,,Y,,,PA,PRACTICAL JOKE,PRACTICAL JOKE,LIFE'S A GAMBLE,LIFE'S A GAMBLE,MALIBU MOON,MALIBU MOON,,,,,,,,PARAMOUNT SALES AGENT I,,,,WINCHELL THOROUGHBREDS LLC,,,,100000,USD,https://vimeo.com/843537990?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,362,362,,,,,2022-04-18,1,CH,C,,Y,,,KY,OUTWORK,OUTWORK,LIL VIE,LIL VIE,THE FACTOR,THE FACTOR,,,,,,,,DENALI STUD AGENT III,,,,OUT,,,,0,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,363,363,,,,,2022-03-13,1,B,F,,Y,,,KY,AMERICAN FREEDOM,AMERICAN FREEDOM,LIMITLESS,LIMITLESS,DISCREET CAT,DISCREET CAT,,,,,,,,AIRDRIE STUD RAISED & OFFERED,,,,ALL STAR BLOODSTOCK,,,,70000,USD,https://vimeo.com/843369837,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,364,364,,,,,2022-05-07,1,DKB,F,,Y,,,KY,TAKE CHARGE INDY,TAKE CHARGE INDY,LIVE THE MOMENT,LIVE THE MOMENT,UNCLE MO,UNCLE MO,,,,,,,,FRANKFORT PARK FARM AGENT,,,,AINT RICH,,,,57000,USD,https://vimeo.com/841702907?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,365,365,,,,,2022-04-10,1,CH,C,,Y,,,KY,AUDIBLE,AUDIBLE,LOTTA ATTITUDE,LOTTA ATTITUDE,SHARP HUMOR,SHARP HUMOR,,,,,,,,SHELTOWEE SALES AGENT,,,,OUT,,,,0,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,366,366,,,,,2022-02-13,1,CH,F,,Y,,,KY,PRACTICAL JOKE,PRACTICAL JOKE,LOUDLY,LOUDLY,WAR FRONT,WAR FRONT,,,,,,,,CANDY MEADOWS SALES AGENT XXIV,,,,MICHAEL WILSONAGENT FOR CERASUS THOROUGHBREDS,,,,47000,USD,https://vimeo.com/840061977?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,367,367,,,,,2022-04-04,1,CH,C,,Y,,,KY,ARMY MULE,ARMY MULE,LOVE IS ALIVE,LOVE IS ALIVE,ITSMYLUCKYDAY,ITSMYLUCKYDAY,,,,,,,,BROOKDALE SALES AGENT,,,,NOT SOLD,,,,80000,USD,https://vimeo.com/843031171,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,368,368,,,,,2022-02-26,1,DKB,C,,Y,,,FL,WIN WIN WIN,WIN WIN WIN,LOVEMELIKEYOUDO,LOVEMELIKEYOUDO,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,,,,,AIRDRIE STUD RAISED & OFFERED,,,,EXLINE-BORDER & SCOTT MAWAKA,,,,150000,USD,https://vimeo.com/843370088,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,369,369,,,,,2022-01-16,1,CH,F,,Y,,,KY,VEKOMA,VEKOMA,LUCKY LADY LAWYER,LUCKY LADY LAWYER,LAWYER RON,LAWYER RON,,,,,,,,DENALI STUD AGENT II,,,,OUT,,,,0,USD,https://vimeo.com/843392949?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,370,370,,,,,2022-02-25,1,GRR,C,,Y,,,KY,MR. MONEY,MR. MONEY,LUCY IN THE SKY,LUCY IN THE SKY,CALEB'S POSSE,CALEB'S POSSE,,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,HIDDEN BROOK AGENT,,,,82000,USD,,,,TB,2022
